Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Data products (ascii),Data products (csv)
HIP81465,38:19.6,-05:01:14.962,K5+V,4516.5,11.562,10.386,9.921,40.29,HIP81465_harps_all-data_v1.dat,HIP81465_harps_all-data_v1.csv
HIP82283,48:46.0,-15:44:20.158,M1.5Vk:,3844,12.365,10.887,10.022,18.96,HIP82283_harps_all-data_v1.dat,HIP82283_harps_all-data_v1.csv
HIP82323,49:15.3,-14:22:08.642,K4Ve,4023.2,12.62,11.28,10.961,120.98,HIP82323_harps_all-data_v1.dat,HIP82323_harps_all-data_v1.csv
HIP82357,49:42.6,-65:04:33.880,K6+Vk:,4207.9,11.6,10.3,9.765,28.65,HIP82357_harps_all-data_v1.dat,HIP82357_harps_all-data_v1.csv
HIP8361,47:43.4,-12:46:14.350,K4Vk:,N/A,10.89,9.76,9.336,36.27,HIP8361_harps_all-data_v1.dat,HIP8361_harps_all-data_v1.csv
HIP8438,48:46.8,-15:28:21.779,G5,5253.4,10.49,9.64,9.47,53.84,HIP8438_harps_all-data_v1.dat,HIP8438_harps_all-data_v1.csv
HIP84405,15:21.0,-26:36:10.157,K2V+K1V,N/A,nan,nan,nan,5.96,HIP84405_harps_all-data_v1.dat,HIP84405_harps_all-data_v1.csv
HIP85360,26:34.9,-32:58:10.832,G3V,5731,8.65,8.04,7.845,45.58,HIP85360_harps_all-data_v1.dat,HIP85360_harps_all-data_v1.csv
HIP86214,37:03.7,-44:19:09.168,M3.5,N/A,12.593,10.946,9.57,5.01,HIP86214_harps_all-data_v1.dat,HIP86214_harps_all-data_v1.csv
HIP86509,40:43.8,-07:46:12.974,K7V,4201.5,11.5,10.3,10.043,43.9,HIP86509_harps_all-data_v1.dat,HIP86509_harps_all-data_v1.csv
HIP8691,51:48.7,-10:48:12.487,M3.5,N/A,13.274,11.791,10.857,17.2,HIP8691_harps_all-data_v1.dat,HIP8691_harps_all-data_v1.csv
HIP87607,53:48.6,-44:17:22.469,M0V,4039.1,12.27,11.42,10.549,31.33,HIP87607_harps_all-data_v1.dat,HIP87607_harps_all-data_v1.csv
HIP88064,59:10.7,-49:26:00.455,A3,6563.4,11.01,10.73,10.842,893.58,HIP88064_harps_all-data_v1.dat,HIP88064_harps_all-data_v1.csv
HIP88316,02:10.4,-69:20:26.824,N/A,N/A,10.42,9.55,9.365,58.35,HIP88316_harps_all-data_v1.dat,HIP88316_harps_all-data_v1.csv
HIP88371,02:43.3,-62:58:45.773,K6Vk:,N/A,11.57,10.52,9.876,31.86,HIP88371_harps_all-data_v1.dat,HIP88371_harps_all-data_v1.csv
HIP89892,20:31.3,-14:21:41.543,N/A,4533,12.05,10.76,10.282,45.46,HIP89892_harps_all-data_v1.dat,HIP89892_harps_all-data_v1.csv
HIP90194,24:15.0,-46:56:35.449,K0V,5332.2,10.03,9.28,9.095,52.43,HIP90194_harps_all-data_v1.dat,HIP90194_harps_all-data_v1.csv
HIP90246,24:49.2,-06:21:14.264,K7V,4413.2,11.8,10.5,9.999,41.25,HIP90246_harps_all-data_v1.dat,HIP90246_harps_all-data_v1.csv
HIP92444,50:21.2,-26:55:25.085,K8Vk,4070,11.076,9.68,9.048,17.66,HIP92444_harps_all-data_v1.dat,HIP92444_harps_all-data_v1.csv
HIP92451,50:26.6,-62:03:03.721,M3V,3960.4,12.18,10.703,9.881,16.74,HIP92451_harps_all-data_v1.dat,HIP92451_harps_all-data_v1.csv
HIP92592,52:02.0,-54:18:07.147,G3V,5610.3,9.16,8.54,8.345,56.74,HIP92592_harps_all-data_v1.dat,HIP92592_harps_all-data_v1.csv
HIP93287,00:03.6,-66:39:13.033,K0III,5022.5,6.966,5.971,5.723,113.95,HIP93287_harps_all-data_v1.dat,HIP93287_harps_all-data_v1.csv
HIP93745,05:20.9,-61:41:24.381,F6V,6022.9,8.81,8.29,8.145,56.11,HIP93745_harps_all-data_v1.dat,HIP93745_harps_all-data_v1.csv
HIP9398,00:47.5,-45:50:31.747,K5.5V,N/A,11.79,10.68,10.157,41.65,HIP9398_harps_all-data_v1.dat,HIP9398_harps_all-data_v1.csv
HIP948,11:41.6,-39:13:47.808,K5V,N/A,10.99,9.91,9.558,34.89,HIP948_harps_all-data_v1.dat,HIP948_harps_all-data_v1.csv
HIP95903,30:13.7,-54:56:19.466,M0V,N/A,12.666,11.296,10.691,40.96,HIP95903_harps_all-data_v1.dat,HIP95903_harps_all-data_v1.csv
HIP9603,03:30.2,-04:54:41.259,K7V,4030.1,12.38,11.104,10.39,28.02,HIP9603_harps_all-data_v1.dat,HIP9603_harps_all-data_v1.csv
HIP96101,32:20.8,-23:51:12.757,F0,5920,10.6,10.6,10.487,714.75,HIP96101_harps_all-data_v1.dat,HIP96101_harps_all-data_v1.csv
HIP96240,34:09.8,-23:00:59.668,K3V,4876,11.13,10.07,9.79,49.52,HIP96240_harps_all-data_v1.dat,HIP96240_harps_all-data_v1.csv
HIP9786,05:48.6,-30:10:35.900,M2.5+V,N/A,13.857,12.167,11.045,9.37,HIP9786_harps_all-data_v1.dat,HIP9786_harps_all-data_v1.csv
HIP98105,56:15.9,-52:58:16.237,M0V,4258.8,12.22,10.61,10.004,31.83,HIP98105_harps_all-data_v1.dat,HIP98105_harps_all-data_v1.csv
HIP98106,56:16.1,-72:21:51.466,K3+V,N/A,9.55,8.48,8.069,23.56,HIP98106_harps_all-data_v1.dat,HIP98106_harps_all-data_v1.csv
HIP98470,00:20.2,-33:42:12.427,F7V,N/A,6.15,5.66,5.508,22.03,HIP98470_harps_all-data_v1.dat,HIP98470_harps_all-data_v1.csv
HIP99273,09:05.2,-26:13:26.520,F5V,6450.5,7.62,7.18,7.06,50.14,HIP99273_harps_all-data_v1.dat,HIP99273_harps_all-data_v1.csv
HIP99385,10:19.6,-20:29:36.369,K6Vk,N/A,10.191,8.901,8.37,15.8,HIP99385_harps_all-data_v1.dat,HIP99385_harps_all-data_v1.csv
HIP99695,13:49.8,-47:36:54.837,K0V,4985.2,10.34,9.5,9.225,44.32,HIP99695_harps_all-data_v1.dat,HIP99695_harps_all-data_v1.csv
K2-132,08:39.9,-08:44:49.846,N/A,4869.7,12.934,11.897,11.64,620.42,K2-132_harps_all-data_v1.dat,K2-132_harps_all-data_v1.csv
K2-138,15:47.8,-10:50:58.897,N/A,5110.2,13.01,12.21,12.025,203.75,K2-138_harps_all-data_v1.dat,K2-138_harps_all-data_v1.csv
K2-140,32:33.0,-09:36:27.495,G5,5485,13.35,12.62,12.481,351.21,K2-140_harps_all-data_v1.dat,K2-140_harps_all-data_v1.csv
K2-27,26:03.6,+01:13:50.663,N/A,5104.5,13.51,12.64,12.453,251.43,K2-27_harps_all-data_v1.dat,K2-27_harps_all-data_v1.csv
K2-32,49:42.3,-19:32:34.150,N/A,5010,nan,nan,12.004,158.39,K2-32_harps_all-data_v1.dat,K2-32_harps_all-data_v1.csv
TYC1405-1421-1,21:46.8,+18:28:10.347,N/A,5680.8,11.95,11.12,11.115,176.93,TYC1405-1421-1_harps_all-data_v1.dat,TYC1405-1421-1_harps_all-data_v1.csv
TYC1472-1436-2,15:39.7,+19:10:56.44,N/A,N/A,nan,nan,nan,nan,TYC1472-1436-2_harps_all-data_v1.dat,TYC1472-1436-2_harps_all-data_v1.csv
TYC15-882-1,59:30.3,+04:13:40.252,N/A,5777,12.15,11.81,11.599,303.21,TYC15-882-1_harps_all-data_v1.dat,TYC15-882-1_harps_all-data_v1.csv
TYC1800-2170-1,47:48.1,+23:13:05.115,G7V,5332,11.9,11.2,10.943,136.64,TYC1800-2170-1_harps_all-data_v1.dat,TYC1800-2170-1_harps_all-data_v1.csv
TYC2-1155-1,15:50.8,+01:12:01.586,N/A,5925.3,12.06,11.26,11.409,278.17,TYC2-1155-1_harps_all-data_v1.dat,TYC2-1155-1_harps_all-data_v1.csv
TYC211-706-1,44:25.7,+01:51:36.106,N/A,5219.1,11.64,10.83,10.575,100.88,TYC211-706-1_harps_all-data_v1.dat,TYC211-706-1_harps_all-data_v1.csv
TYC22-1354-1,05:51.4,+04:54:33.937,N/A,6250,7.68,7.21,nan,nan,TYC22-1354-1_harps_all-data_v1.dat,TYC22-1354-1_harps_all-data_v1.csv
TYC281-875-1,19:36.1,+00:58:06.203,N/A,5183.4,12.45,11.33,11.327,135.1,TYC281-875-1_harps_all-data_v1.dat,TYC281-875-1_harps_all-data_v1.csv
TYC30-116-1,57:03.2,+00:45:31.878,N/A,5975.6,11.35,10.56,10.568,366.45,TYC30-116-1_harps_all-data_v1.dat,TYC30-116-1_harps_all-data_v1.csv
TYC339-329-1,08:51.7,+02:20:35.964,F8-9,6138,12,11.22,11.394,325.06,TYC339-329-1_harps_all-data_v1.dat,TYC339-329-1_harps_all-data_v1.csv
TYC459-1288-1,41:17.2,+06:31:50.919,N/A,N/A,12.89,11.8,11.878,419.76,TYC459-1288-1_harps_all-data_v1.dat,TYC459-1288-1_harps_all-data_v1.csv
TYC4682-800-1,16:31.4,-00:17:24.177,N/A,5095.6,13.39,11.95,11.776,160.4,TYC4682-800-1_harps_all-data_v1.dat,TYC4682-800-1_harps_all-data_v1.csv
TYC4851-299-1,13:34.2,-01:58:57.985,N/A,6167,11.37,10.66,10.913,255.8,TYC4851-299-1_harps_all-data_v1.dat,TYC4851-299-1_harps_all-data_v1.csv
TYC4858-1263-1,04:33.9,-05:55:07.569,N/A,6549,12.72,12.61,12.461,487.5,TYC4858-1263-1_harps_all-data_v1.dat,TYC4858-1263-1_harps_all-data_v1.csv
TYC4873-651-1,59:10.1,-04:01:36.503,F3,N/A,10.114,9.648,9.498,111.17,TYC4873-651-1_harps_all-data_v1.dat,TYC4873-651-1_harps_all-data_v1.csv
TYC4874-1474-1,31:21.9,-06:02:01.31,N/A,N/A,12.03,11.11,nan,nan,TYC4874-1474-1_harps_all-data_v1.dat,TYC4874-1474-1_harps_all-data_v1.csv
TYC4890-625-1,00:34.1,-06:55:46.72,N/A,N/A,12.89,12.41,nan,nan,TYC4890-625-1_harps_all-data_v1.dat,TYC4890-625-1_harps_all-data_v1.csv
TYC4916-897-1,42:11.4,-03:50:13.041,N/A,5496,11.89,11.05,11.067,162.11,TYC4916-897-1_harps_all-data_v1.dat,TYC4916-897-1_harps_all-data_v1.csv
TYC4927-1063-1,05:43.1,-05:04:45.941,F9,6060,12.04,11.21,11.366,355.68,TYC4927-1063-1_harps_all-data_v1.dat,TYC4927-1063-1_harps_all-data_v1.csv
TYC4940-797-1,18:50.7,-00:09:23.427,N/A,5863,12.12,11.65,11.489,251.38,TYC4940-797-1_harps_all-data_v1.dat,TYC4940-797-1_harps_all-data_v1.csv
TYC4943-1016-1,16:38.5,-04:33:26.810,N/A,6342.8,11.92,11.63,11.36,302.23,TYC4943-1016-1_harps_all-data_v1.dat,TYC4943-1016-1_harps_all-data_v1.csv
TYC4947-834-1,27:29.6,-06:43:18.766,N/A,5161.2,12.05,10.98,10.786,102.85,TYC4947-834-1_harps_all-data_v1.dat,TYC4947-834-1_harps_all-data_v1.csv
TYC4948-327-1,30:44.5,-01:13:18.325,N/A,6090.8,12.36,12.03,12.152,451.61,TYC4948-327-1_harps_all-data_v1.dat,TYC4948-327-1_harps_all-data_v1.csv
TYC5126-2775-1,51:10.1,-06:15:48.685,K2II-III,4126.1,12.996,11.493,10.935,nan,TYC5126-2775-1_harps_all-data_v1.dat,TYC5126-2775-1_harps_all-data_v1.csv
TYC5204-993-1,01:58.8,-06:19:03.95,N/A,N/A,12.81,11.24,nan,nan,TYC5204-993-1_harps_all-data_v1.dat,TYC5204-993-1_harps_all-data_v1.csv
TYC5290-462-1,54:45.1,-10:53:53.026,G9V,5434,12.43,11.44,11.552,185.82,TYC5290-462-1_harps_all-data_v1.dat,TYC5290-462-1_harps_all-data_v1.csv
TYC534-2183-1,05:56.4,+04:25:40.788,M2.5Ve,3753,13.688,12.195,11.176,27.02,TYC534-2183-1_harps_all-data_v1.dat,TYC534-2183-1_harps_all-data_v1.csv
TYC5434-3430-1,10:32.3,-12:46:06.991,N/A,4993.6,12.02,10.95,10.864,1386.58,TYC5434-3430-1_harps_all-data_v1.dat,TYC5434-3430-1_harps_all-data_v1.csv
TYC5839-876-1,18:24.7,-15:16:02.277,G0,5726.9,11.62,11.3,10.993,254.5,TYC5839-876-1_harps_all-data_v1.dat,TYC5839-876-1_harps_all-data_v1.csv
TYC5889-271-1,15:01.5,-22:06:59.103,F8,6316.5,12.65,11.96,12.188,771.13,TYC5889-271-1_harps_all-data_v1.dat,TYC5889-271-1_harps_all-data_v1.csv
TYC5965-749-1,17:43.0,-15:37:32.156,N/A,4806.6,12.1,11.09,10.8,1067.69,TYC5965-749-1_harps_all-data_v1.dat,TYC5965-749-1_harps_all-data_v1.csv
TYC6051-445-1,41:45.8,-20:31:52.420,N/A,6578,11.31,10.67,10.797,288.08,TYC6051-445-1_harps_all-data_v1.dat,TYC6051-445-1_harps_all-data_v1.csv
TYC6121-11-1,34:29.1,-15:02:10.633,N/A,5357.5,13.01,12.4,12.254,243.8,TYC6121-11-1_harps_all-data_v1.dat,TYC6121-11-1_harps_all-data_v1.csv
TYC6170-95-1,12:59.6,-16:43:28.199,N/A,5256,12.355,11.577,11.402,324.22,TYC6170-95-1_harps_all-data_v1.dat,TYC6170-95-1_harps_all-data_v1.csv
TYC6193-663-1,39:25.9,-20:11:55.769,N/A,5857,11.68,11.11,10.82,274.99,TYC6193-663-1_harps_all-data_v1.dat,TYC6193-663-1_harps_all-data_v1.csv
TYC6224-870-1,36:06.1,-19:44:40.731,N/A,4446,12.9,12.29,11.773,212.91,TYC6224-870-1_harps_all-data_v1.dat,TYC6224-870-1_harps_all-data_v1.csv
TYC6244-604-1,08:19.6,-20:51:22.102,N/A,5293.9,12.11,10.96,11.035,115.92,TYC6244-604-1_harps_all-data_v1.dat,TYC6244-604-1_harps_all-data_v1.csv
TYC6283-1022-1,11:47.3,-16:32:48.629,N/A,5775,11.76,11.15,11.004,309.07,TYC6283-1022-1_harps_all-data_v1.dat,TYC6283-1022-1_harps_all-data_v1.csv
TYC6296-1176-1,16:08.8,-15:24:28.009,FV,5815.7,12.1,11.81,11.414,306.96,TYC6296-1176-1_harps_all-data_v1.dat,TYC6296-1176-1_harps_all-data_v1.csv
TYC6296-1341-1,16:55.7,-16:03:21.925,N/A,5859.7,11.67,10.79,11.112,309.96,TYC6296-1341-1_harps_all-data_v1.dat,TYC6296-1341-1_harps_all-data_v1.csv
TYC6296-1556-1,17:04.3,-16:23:18.592,N/A,6013.5,11.9,11.06,10.939,318.21,TYC6296-1556-1_harps_all-data_v1.dat,TYC6296-1556-1_harps_all-data_v1.csv
TYC6296-181-1,15:42.7,-16:33:05.099,N/A,5820.7,11.77,11.29,11.387,295.17,TYC6296-181-1_harps_all-data_v1.dat,TYC6296-181-1_harps_all-data_v1.csv
TYC6296-1857-1,17:21.7,-15:35:59.284,N/A,5798.7,11.65,11.07,10.983,264.5,TYC6296-1857-1_harps_all-data_v1.dat,TYC6296-1857-1_harps_all-data_v1.csv
TYC6296-303-1,15:19.0,-16:39:24.458,N/A,N/A,11.99,11.94,11.432,310.94,TYC6296-303-1_harps_all-data_v1.dat,TYC6296-303-1_harps_all-data_v1.csv
TYC6296-478-1,14:28.2,-16:20:02.343,N/A,5458.3,12.32,11.85,12.177,314.96,TYC6296-478-1_harps_all-data_v1.dat,TYC6296-478-1_harps_all-data_v1.csv
TYC6296-483-1,15:29.8,-15:51:04.786,N/A,5786,11.72,11.24,11.204,315.11,TYC6296-483-1_harps_all-data_v1.dat,TYC6296-483-1_harps_all-data_v1.csv
TYC6296-654-1,15:45.1,-16:23:15.764,N/A,5758,11.96,11.49,11.645,312.9,TYC6296-654-1_harps_all-data_v1.dat,TYC6296-654-1_harps_all-data_v1.csv
TYC6300-257-1,16:36.7,-17:13:10.159,N/A,5558,13.37,12.3,12.091,307.5,TYC6300-257-1_harps_all-data_v1.dat,TYC6300-257-1_harps_all-data_v1.csv
TYC6300-98-1,15:12.6,-17:05:12.164,N/A,5924,11.71,11.13,10.911,294.64,TYC6300-98-1_harps_all-data_v1.dat,TYC6300-98-1_harps_all-data_v1.csv
TYC6360-482-1,26:28.3,-16:05:23.867,N/A,5858.5,12.46,11.85,11.725,269.61,TYC6360-482-1_harps_all-data_v1.dat,TYC6360-482-1_harps_all-data_v1.csv
TYC6430-1245-1,10:58.3,-23:38:44.984,N/A,5689.3,11.628,11.04,10.813,164.74,TYC6430-1245-1_harps_all-data_v1.dat,TYC6430-1245-1_harps_all-data_v1.csv
TYC6484-222-1,30:35.1,-27:40:17.266,N/A,5076.6,12.89,11.85,11.595,1848.77,TYC6484-222-1_harps_all-data_v1.dat,TYC6484-222-1_harps_all-data_v1.csv
TYC6604-547-1,54:52.9,-23:19:55.740,N/A,6411.7,11.14,10.71,10.521,277.28,TYC6604-547-1_harps_all-data_v1.dat,TYC6604-547-1_harps_all-data_v1.csv
TYC6609-79-1,36:51.3,-27:11:44.782,N/A,4934.1,12.1,11.189,10.925,1282.38,TYC6609-79-1_harps_all-data_v1.dat,TYC6609-79-1_harps_all-data_v1.csv
TYC6609-880-1,36:57.3,-26:36:07.257,N/A,6119.5,12.57,12.55,12.314,594.78,TYC6609-880-1_harps_all-data_v1.dat,TYC6609-880-1_harps_all-data_v1.csv
TYC6622-794-1,17:05.1,-25:16:34.556,N/A,5480.3,12.76,11.97,12.278,346.88,TYC6622-794-1_harps_all-data_v1.dat,TYC6622-794-1_harps_all-data_v1.csv
TYC6627-950-1,24:23.4,-27:05:31.397,N/A,N/A,11.817,11.304,11.174,292.52,TYC6627-950-1_harps_all-data_v1.dat,TYC6627-950-1_harps_all-data_v1.csv
TYC6646-1539-1,45:01.0,-28:24:34.143,N/A,5887.4,nan,nan,10.907,269.94,TYC6646-1539-1_harps_all-data_v1.dat,TYC6646-1539-1_harps_all-data_v1.csv
TYC6716-330-1,49:41.1,-23:43:49.481,N/A,5408.8,12.27,11.32,11.383,170.3,TYC6716-330-1_harps_all-data_v1.dat,TYC6716-330-1_harps_all-data_v1.csv
TYC6764-1356-1,31:59.5,-23:20:34.938,N/A,6326.5,12.75,11.98,12.585,741.23,TYC6764-1356-1_harps_all-data_v1.dat,TYC6764-1356-1_harps_all-data_v1.csv
TYC6822-2535-1,55:06.3,-28:42:19.716,N/A,4935.3,11.15,10.34,9.867,240.18,TYC6822-2535-1_harps_all-data_v1.dat,TYC6822-2535-1_harps_all-data_v1.csv
TYC6871-1581-1,45:58.0,-28:54:53.235,N/A,5424.5,11.94,11.49,11.061,201.45,TYC6871-1581-1_harps_all-data_v1.dat,TYC6871-1581-1_harps_all-data_v1.csv
TYC6887-2075-1,17:30.4,-29:02:57.379,N/A,5388.5,12.62,12.21,12.038,303.23,TYC6887-2075-1_harps_all-data_v1.dat,TYC6887-2075-1_harps_all-data_v1.csv
TYC6901-2187-1,34:08.9,-28:54:06.030,N/A,4775.9,12.49,11.09,10.949,1122.08,TYC6901-2187-1_harps_all-data_v1.dat,TYC6901-2187-1_harps_all-data_v1.csv
TYC6914-1673-1,18:40.7,-26:29:07.526,N/A,6145.3,11.333,10.745,10.611,198.07,TYC6914-1673-1_harps_all-data_v1.dat,TYC6914-1673-1_harps_all-data_v1.csv
TYC7047-1324-1,04:45.3,-30:04:05.802,N/A,5633.3,13,12.08,12.055,nan,TYC7047-1324-1_harps_all-data_v1.dat,TYC7047-1324-1_harps_all-data_v1.csv
TYC7087-2536-1,41:27.3,-31:35:31.842,N/A,5513.7,12.03,11.21,11.15,155.02,TYC7087-2536-1_harps_all-data_v1.dat,TYC7087-2536-1_harps_all-data_v1.csv
TYC7104-505-1,28:36.9,-31:37:29.212,N/A,5145,12.6,11.84,11.394,1199.9,TYC7104-505-1_harps_all-data_v1.dat,TYC7104-505-1_harps_all-data_v1.csv
TYC7193-571-1,38:46.0,-34:02:59.544,N/A,6305.3,12.7,12.36,12.34,422.67,TYC7193-571-1_harps_all-data_v1.dat,TYC7193-571-1_harps_all-data_v1.csv
TYC72-1041-1,53:08.9,+05:36:33.157,N/A,5845,11.7,11.17,10.767,301.66,TYC72-1041-1_harps_all-data_v1.dat,TYC72-1041-1_harps_all-data_v1.csv
TYC7282-1298-1,20:29.5,-31:12:07.437,F5V,6540.6,11.41,10.961,10.861,359.82,TYC7282-1298-1_harps_all-data_v1.dat,TYC7282-1298-1_harps_all-data_v1.csv
TYC7442-558-1,22:04.8,-30:42:13.274,N/A,4972,12.728,11.887,11.654,1603.08,TYC7442-558-1_harps_all-data_v1.dat,TYC7442-558-1_harps_all-data_v1.csv
TYC7501-987-1,44:58.0,-33:15:01.745,M4IVe,3687.7,13.627,12.111,10.736,20.86,TYC7501-987-1_harps_all-data_v1.dat,TYC7501-987-1_harps_all-data_v1.csv
TYC7528-890-1,30:50.2,-40:34:24.319,N/A,6677.8,12.03,11.65,11.633,550.75,TYC7528-890-1_harps_all-data_v1.dat,TYC7528-890-1_harps_all-data_v1.csv
TYC7588-318-1,18:06.1,-37:44:07.451,N/A,5786,11.64,11.023,10.868,238.76,TYC7588-318-1_harps_all-data_v1.dat,TYC7588-318-1_harps_all-data_v1.csv
TYC7646-3253-1,51:47.0,-38:33:53.372,N/A,4662.5,12.55,11.39,11.059,1570.35,TYC7646-3253-1_harps_all-data_v1.dat,TYC7646-3253-1_harps_all-data_v1.csv
TYC7752-648-1,30:09.0,-44:30:14.095,N/A,5095.6,12.01,11.4,11.464,176.46,TYC7752-648-1_harps_all-data_v1.dat,TYC7752-648-1_harps_all-data_v1.csv
TYC7971-310-1,46:41.6,-41:49:15.202,N/A,5456,13.01,11.98,11.917,330.63,TYC7971-310-1_harps_all-data_v1.dat,TYC7971-310-1_harps_all-data_v1.csv
TYC8015-1020-1,51:31.1,-39:54:24.259,K4V,4731.6,12.15,11.33,10.893,87.82,TYC8015-1020-1_harps_all-data_v1.dat,TYC8015-1020-1_harps_all-data_v1.csv
TYC8015-1177-1,50:41.8,-37:37:11.676,N/A,5842.5,12.98,12.82,12.43,488.64,TYC8015-1177-1_harps_all-data_v1.dat,TYC8015-1177-1_harps_all-data_v1.csv
TYC8096-1049-1,51:11.5,-49:15:21.712,N/A,N/A,11.97,11.88,11.951,591.51,TYC8096-1049-1_harps_all-data_v1.dat,TYC8096-1049-1_harps_all-data_v1.csv
TYC813-243-1,44:54.6,+12:07:48.454,N/A,4470,11.86,10.94,nan,nan,TYC813-243-1_harps_all-data_v1.dat,TYC813-243-1_harps_all-data_v1.csv
TYC8224-859-1,58:55.5,-48:51:07.869,N/A,5773.5,11.8,11.3,11.313,449.94,TYC8224-859-1_harps_all-data_v1.dat,TYC8224-859-1_harps_all-data_v1.csv
TYC8229-2228-1,00:39.6,-45:47:57.995,N/A,6315,12.05,11.48,11.488,573.49,TYC8229-2228-1_harps_all-data_v1.dat,TYC8229-2228-1_harps_all-data_v1.csv
TYC8233-68-1,00:27.4,-47:14:37.999,N/A,6496,11.39,11.04,10.943,314.86,TYC8233-68-1_harps_all-data_v1.dat,TYC8233-68-1_harps_all-data_v1.csv
TYC8252-1071-1,20:00.9,-47:42:27.196,N/A,6538.7,11.92,11.47,11.498,nan,TYC8252-1071-1_harps_all-data_v1.dat,TYC8252-1071-1_harps_all-data_v1.csv
TYC8378-64-1,58:11.6,-47:00:11.664,N/A,5757.4,11.34,10.62,10.701,189.39,TYC8378-64-1_harps_all-data_v1.dat,TYC8378-64-1_harps_all-data_v1.csv
TYC8444-1168-1,03:26.8,-50:38:34.20,N/A,N/A,13.59,12.14,nan,nan,TYC8444-1168-1_harps_all-data_v1.dat,TYC8444-1168-1_harps_all-data_v1.csv
TYC8527-329-1,43:51.5,-57:09:48.605,N/A,6006,12.45,11.67,11.695,328.22,TYC8527-329-1_harps_all-data_v1.dat,TYC8527-329-1_harps_all-data_v1.csv
TYC8545-158-1,54:44.6,-57:38:39.070,N/A,N/A,13.14,12.37,12.204,nan,TYC8545-158-1_harps_all-data_v1.dat,TYC8545-158-1_harps_all-data_v1.csv
TYC8633-394-1,21:17.9,-52:50:26.999,N/A,6328.7,11.36,10.73,10.709,300.92,TYC8633-394-1_harps_all-data_v1.dat,TYC8633-394-1_harps_all-data_v1.csv
TYC8647-2057-1,42:52.9,-53:41:17.884,N/A,6432.2,11.67,11.34,11.337,426.57,TYC8647-2057-1_harps_all-data_v1.dat,TYC8647-2057-1_harps_all-data_v1.csv
TYC8688-1180-1,43:41.5,-58:03:46.742,N/A,4908,12.34,12.06,12.084,278.47,TYC8688-1180-1_harps_all-data_v1.dat,TYC8688-1180-1_harps_all-data_v1.csv
TYC8770-239-1,52:32.4,-59:49:03.952,N/A,4419,11.68,11.17,10.878,187.95,TYC8770-239-1_harps_all-data_v1.dat,TYC8770-239-1_harps_all-data_v1.csv
TYC8778-850-1,41:02.3,-54:27:04.355,N/A,5800.7,12.412,11.851,11.671,332.28,TYC8778-850-1_harps_all-data_v1.dat,TYC8778-850-1_harps_all-data_v1.csv
TYC8870-372-1,31:48.9,-63:31:53.563,K0V,5309,11.58,10.859,10.506,100.61,TYC8870-372-1_harps_all-data_v1.dat,TYC8870-372-1_harps_all-data_v1.csv
TYC8963-1429-1,17:21.9,-62:49:45.817,N/A,N/A,12.2,11.1,10.623,1411.03,TYC8963-1429-1_harps_all-data_v1.dat,TYC8963-1429-1_harps_all-data_v1.csv
TYC8963-1543-1,17:31.2,-62:43:19.506,N/A,N/A,12.06,10.8,10.305,1393.53,TYC8963-1543-1_harps_all-data_v1.dat,TYC8963-1543-1_harps_all-data_v1.csv
TYC9034-968-1,33:27.5,-66:51:24.781,K2V(e),4757.7,11.79,10.905,10.529,84.14,TYC9034-968-1_harps_all-data_v1.dat,TYC9034-968-1_harps_all-data_v1.csv
TYC9055-1987-1,00:40.3,-60:36:22.641,N/A,6797,10.69,10.24,10.191,521.29,TYC9055-1987-1_harps_all-data_v1.dat,TYC9055-1987-1_harps_all-data_v1.csv
TYC9111-1423-1,26:26.5,-65:22:04.93,N/A,N/A,4.692,4.221,nan,nan,TYC9111-1423-1_harps_all-data_v1.dat,TYC9111-1423-1_harps_all-data_v1.csv
TYC9114-1267-1,21:28.7,-66:55:06.488,K7V,4005.8,11.94,10.595,9.993,31.53,TYC9114-1267-1_harps_all-data_v1.dat,TYC9114-1267-1_harps_all-data_v1.csv
TYC9379-1149-1,33:46.8,-75:37:29.901,M3V,N/A,12.88,11.419,10.205,8.84,TYC9379-1149-1_harps_all-data_v1.dat,TYC9379-1149-1_harps_all-data_v1.csv
WASP-101,33:24.3,-23:29:10.296,F6,6370.6,10.78,10.34,10.138,202.39,WASP-101_harps_all-data_v1.dat,WASP-101_harps_all-data_v1.csv
WASP-105,36:40.4,-50:39:33.184,K6,5066.3,12.94,12.04,11.844,252.52,WASP-105_harps_all-data_v1.dat,WASP-105_harps_all-data_v1.csv
WASP-107,33:32.8,-10:08:46.223,K6,4233.2,14.62,11.47,11.174,64.86,WASP-107_harps_all-data_v1.dat,WASP-107_harps_all-data_v1.csv
WASP-121,10:24.1,-39:05:50.570,F6V,6396.1,11,10.51,10.375,272.01,WASP-121_harps_all-data_v1.dat,WASP-121_harps_all-data_v1.csv
WASP-127,42:14.1,-03:50:06.259,G5,5858.1,10.809,10.172,10.054,160.23,WASP-127_harps_all-data_v1.dat,WASP-127_harps_all-data_v1.csv
WASP-129,45:11.8,-42:03:50.222,G1,5812,12.32,12.18,11.813,304.06,WASP-129_harps_all-data_v1.dat,WASP-129_harps_all-data_v1.csv
WASP-130,32:25.4,-42:28:30.964,N/A,5537.7,11.77,11.1,10.972,173.1,WASP-130_harps_all-data_v1.dat,WASP-130_harps_all-data_v1.csv
